1 2300 2300 2700 2200 2300 2200
2 2300 2300 2100 2200 2300 2200
3 2300 2300 4600 2200 2300 2200
4 2300 2300 2300 2200 2300 2200
5 2300 2300 3000 2200 2300 2200
6 2300 2300 3900 2200 2300 2200
7 2300 2300 2100 2200 2400 2200
8 2300 2300 2300 2200 2400 2200
9 2300 2300 4300 2200 2400 2200
10 2300 2300 2100 2200 2400 2200
11 2400 2300 2200 2200 2400 2200
12 2400 2300 2600 2200 2400 2200
13 2400 2300 4500 2200 2400 2200
14 2400 2300 2200 2200 2400 2200
15 2400 2300 2300 2200 2400 2200
16 2400 2300 4100 2200 2400 2200
17 2400 2300 2300 2200 2400 2200
18 2400 2300 2100 2200 2400 2200
19 2400 2300 2000 2200 2400 2200
20 2400 2300 2000 2200 2400 2200
21 2400 2300 3800 2200 2400 2200
22 2400 2300 2200 2200 2400 2200
23 2400 2300 2200 2200 2400 2200
24 2400 2300 2100 2200 2400 2300
25 2400 2300 4300 2200 2400 2300
26 2400 2300 2300 2200 2400 2300
27 2400 2300 4500 2200 2400 2300
28 2400 2300 3500 2200 2400 2300
29 2400 2300 2000 2200 2400 2300
30 2400 2300 4600 2200 2400 2300
31 2400 2300 3700 2200 2400 2300
32 2400 2300 4600 2200 2400 2300
33 2400 2300 2100 2200 2400 2300
34 2400 2300 2100 2200 2400 2300
35 2400 2300 2200 2200 2400 2300
36 2400 2300 4300 2200 2400 2300
37 2400 2300 2100 2200 2400 2300
38 2400 2300 2100 2200 2400 2300
39 2400 2300 2200 2200 2400 2300
40 2400 2300 4400 2200 2400 2300
41 2400 2300 2100 2200 2400 2300
42 2400 2300 2000 2200 2400 2300
43 2400 2300 3600 2200 2400 2300
44 2400 2300 2100 2200 2400 2300
45 2400 2300 2100 2200 2400 2300
46 2400 2300 2000 2200 2400 2300
47 2400 2300 2100 2200 2400 2300
48 2400 2300 2400 2200 2400 2300
49 2400 2300 2200 2200 2400 2300
50 2400 2300 2000 2200 2400 2300
51 2400 2300 3200 2200 2400 2300
52 2400 2300 2600 2200 2400 2300
53 2400 2300 2100 2200 2400 2300
54 2400 2300 3600 2200 2400 2300
55 2400 2300 2600 2200 2400 2300
56 2400 2300 2100 2200 2400 2300
57 2400 2300 2100 2200 2400 2300
